date,year,month,TREE,UNIDENTIFIED,WEED,GRASS,MOLD
2024-06-24,2024,6,2.0,2.0,6.0,15.0,0
2024-06-25,2024,6,4.0,4.0,2.0,,0
2024-06-26,2024,6,4.0,4.0,8.0,7.0,0
2024-06-27,2024,6,4.0,2.0,9.0,7.0,0
2024-06-28,2024,6,4.0,,9.0,2.0,0
2024-06-29,2024,6,2.0,2.0,4.0,,0
2024-06-30,2024,6,4.0,,2.0,,0
2024-07-01,2024,7,2.0,7.0,,4.0,0
2024-07-02,2024,7,,,2.0,,0
2024-07-03,2024,7,2.0,,2.0,4.0,0
2024-07-04,2024,7,4.0,2.0,,2.0,0
2024-07-05,2024,7,,,,,0
2024-07-06,2024,7,,,,,0
2024-07-07,2024,7,,,,,0
2024-07-08,2024,7,,,,,0
2024-07-09,2024,7,,2.0,2.0,,0
2024-07-10,2024,7,2.0,2.0,4.0,,0
2024-07-11,2024,7,2.0,4.0,4.0,,0
2024-07-12,2024,7,,2.0,4.0,,0
2024-07-13,2024,7,2.0,2.0,2.0,2.0,0
2024-07-14,2024,7,4.0,,2.0,2.0,0
2024-07-15,2024,7,6.0,2.0,,4.0,0
2024-07-16,2024,7,4.0,2.0,6.0,4.0,0
2024-07-17,2024,7,2.0,,2.0,,0
2024-07-18,2024,7,2.0,2.0,8.0,2.0,0
2024-07-19,2024,7,4.0,,14.0,7.0,0
2024-07-20,2024,7,2.0,,,,0
2024-07-21,2024,7,4.0,,13.0,2.0,0
2024-07-22,2024,7,2.0,,2.0,,0
2024-07-23,2024,7,,,,2.0,0
2024-07-24,2024,7,,,2.0,,0
2024-07-25,2024,7,,,2.0,,0
2024-07-26,2024,7,,,6.0,4.0,0
2024-07-27,2024,7,,2.0,8.0,,0
2024-07-28,2024,7,,2.0,6.0,,0
2024-07-30,2024,7,,,2.0,2.0,0
2024-07-31,2024,7,,,,,0
2024-08-01,2024,8,6.0,,19.0,,0
2024-08-02,2024,8,2.0,,4.0,,0
2024-08-03,2024,8,,,6.0,2.0,0
2024-08-04,2024,8,,,,2.0,0
2024-08-05,2024,8,,,14.0,2.0,0
2024-08-06,2024,8,,,14.0,,0
2024-08-07,2024,8,2.0,,,,0
2024-08-08,2024,8,,,,,0
2024-08-09,2024,8,2.0,,,,0
2024-08-10,2024,8,,,15.0,,0
2024-08-11,2024,8,,,11.0,,0
2024-08-12,2024,8,2.0,,17.0,,0
2024-08-13,2024,8,,,9.0,,0
2024-08-14,2024,8,,,29.0,,0
2024-08-15,2024,8,,2.0,9.0,4.0,0
2024-08-16,2024,8,,,20.0,2.0,0
2024-08-17,2024,8,,,11.0,,0
2024-08-18,2024,8,2.0,,,,0
2024-08-19,2024,8,2.0,,,,0
2024-08-20,2024,8,,,4.0,,0
2024-08-21,2024,8,2.0,,2.0,,0
2024-08-22,2024,8,,,26.0,4.0,0
2024-08-23,2024,8,2.0,,6.0,,0
2024-08-24,2024,8,2.0,2.0,19.0,9.0,0
2024-08-25,2024,8,2.0,2.0,6.0,,0
2024-08-26,2024,8,2.0,2.0,17.0,,0
2024-08-27,2024,8,6.0,2.0,4.0,,0
2024-08-28,2024,8,17.0,,6.0,7.0,0
2024-08-29,2024,8,24.0,,8.0,7.0,0
2024-08-30,2024,8,6.0,2.0,4.0,7.0,0
2024-08-31,2024,8,2.0,,10.0,2.0,0
2024-09-01,2024,9,,,32.0,9.0,0
2024-09-02,2024,9,4.0,,21.0,27.0,0
2024-09-03,2024,9,8.0,2.0,,2.0,0
2024-09-04,2024,9,,,2.0,4.0,0
2024-09-05,2024,9,4.0,,,9.0,0
2024-09-06,2024,9,7.0,,4.0,,0
2024-09-07,2024,9,2.0,,2.0,18.0,0
2024-09-08,2024,9,2.0,,4.0,110.0,0
2024-09-09,2024,9,15.0,,43.0,62.0,0
2024-09-10,2024,9,60.0,,13.0,57.0,0
2024-09-11,2024,9,75.0,,28.0,22.0,0
2024-09-12,2024,9,223.0,,20.0,9.0,0
2024-09-13,2024,9,212.0,,26.0,11.0,0
2024-09-14,2024,9,57.0,,46.0,4.0,0
2024-09-15,2024,9,4.0,,39.0,11.0,0
2024-09-16,2024,9,15.0,,29.0,11.0,0
2024-09-17,2024,9,7.0,,9.0,2.0,0
2024-09-18,2024,9,6.0,,15.0,2.0,0
2024-09-19,2024,9,15.0,,22.0,15.0,0
2024-09-20,2024,9,11.0,,11.0,11.0,0
2024-09-21,2024,9,4.0,,15.0,4.0,0
2024-09-22,2024,9,,,15.0,4.0,0
2024-09-23,2024,9,,,6.0,,0
2024-09-24,2024,9,,,2.0,7.0,0
2024-09-25,2024,9,,2.0,2.0,7.0,0
2024-09-26,2024,9,,,,2.0,0
2024-09-27,2024,9,,2.0,17.0,,0
2024-09-28,2024,9,,,4.0,,0
2024-09-29,2024,9,,,,2.0,0
2024-09-30,2024,9,4.0,,2.0,,0
2024-10-01,2024,10,,,4.0,2.0,0
2024-10-02,2024,10,2.0,,,,0
2024-10-03,2024,10,2.0,,2.0,,0
2024-10-04,2024,10,2.0,2.0,2.0,,0
2024-10-05,2024,10,,,2.0,2.0,0
2024-10-06,2024,10,4.0,2.0,,2.0,0
2024-10-07,2024,10,7.0,,4.0,4.0,0
2024-10-08,2024,10,4.0,,2.0,2.0,0
2024-10-09,2024,10,,,7.0,2.0,0
2024-10-10,2024,10,6.0,4.0,,7.0,0
2024-10-11,2024,10,,,,,0
2024-10-12,2024,10,,,8.0,7.0,0
2024-10-13,2024,10,,,6.0,,0
2024-10-14,2024,10,2.0,,8.0,4.0,0
2024-10-15,2024,10,,,,2.0,0
2024-10-16,2024,10,,,6.0,9.0,0
2024-10-17,2024,10,,,2.0,2.0,0
2024-10-18,2024,10,2.0,4.0,,,0
2024-10-19,2024,10,,,,,0
2024-10-20,2024,10,,,2.0,2.0,0
2024-10-21,2024,10,,,4.0,,0
2024-10-22,2024,10,,,,,0
2024-10-23,2024,10,,,,,0
2024-10-24,2024,10,,,,,0
2024-10-25,2024,10,,,4.0,,0
2024-10-26,2024,10,,,,4.0,0
2024-10-27,2024,10,2.0,,,,0
2024-10-28,2024,10,,,,,0
2024-10-29,2024,10,,,2.0,,0
2024-10-30,2024,10,,,2.0,,0
2024-10-31,2024,10,,,,,0
2025-03-01,2025,3,8.0,,,,0
2025-03-02,2025,3,,,,,0
2025-03-03,2025,3,2.0,,,,0
2025-03-04,2025,3,13.0,,2.0,,0
2025-03-05,2025,3,10.0,,,,0
2025-03-11,2025,3,494.0,,,,0
2025-03-12,2025,3,85.0,,,,0
2025-03-13,2025,3,121.0,,,,0
2025-03-14,2025,3,236.0,,,,0
2025-03-15,2025,3,66.0,2.0,,,0
2025-03-16,2025,3,552.0,2.0,,,0
2025-03-17,2025,3,497.0,,,,0
2025-03-18,2025,3,145.0,,,,0
2025-03-19,2025,3,165.0,,2.0,,0
2025-03-20,2025,3,36.0,,,,0
2025-03-21,2025,3,47.0,,,,0
2025-03-22,2025,3,73.0,,,,0
2025-03-23,2025,3,31.0,,,,0
2025-03-24,2025,3,35.0,,,,0
2025-03-25,2025,3,51.0,,,,0
2025-03-26,2025,3,17.0,,,,0
2025-03-27,2025,3,36.0,,,,0
2025-03-28,2025,3,81.0,,,,0
2025-03-29,2025,3,320.0,2.0,,,0
2025-03-30,2025,3,201.0,2.0,,,0
2025-03-31,2025,3,116.0,,,,0
2025-04-01,2025,4,30.0,2.0,0.0,0.0,0
2025-04-02,2025,4,48.0,2.0,,,0
2025-04-03,2025,4,142.0,,2.0,,0
2025-04-04,2025,4,130.0,,,,0
2025-04-05,2025,4,50.0,2.0,,,0
2025-04-06,2025,4,194.0,4.0,4.0,,0
2025-04-07,2025,4,39.0,,2.0,,0
2025-04-08,2025,4,24.0,,,,0
2025-04-09,2025,4,17.0,,,,0
2025-04-10,2025,4,35.0,,,,0
2025-04-11,2025,4,13.0,,,,0
2025-04-12,2025,4,6.0,,,,0
2025-04-13,2025,4,4.0,,,,0
2025-04-14,2025,4,12.0,,,,0
2025-04-15,2025,4,140.0,,,,0
2025-04-16,2025,4,51.0,,,,0
2025-04-17,2025,4,72.0,,,,0
2025-04-18,2025,4,286.0,,,4.0,0
2025-04-19,2025,4,1267.0,6.0,6.0,,0
2025-04-20,2025,4,978.0,,,,0
2025-04-21,2025,4,1891.0,,,4.0,0
2025-04-22,2025,4,808.0,23.0,12.0,4.0,0
2025-04-23,2025,4,1543.0,17.0,,,0
2025-04-24,2025,4,2946.0,11.0,6.0,6.0,0
2025-04-25,2025,4,781.0,7.0,,,0
2025-04-26,2025,4,542.0,4.0,9.0,,0
2025-04-27,2025,4,959.0,11.0,,,0
2025-04-28,2025,4,544.0,2.0,,,0
2025-04-29,2025,4,872.0,,17.0,6.0,0
2025-04-30,2025,4,1781.0,,,,0
2025-05-01,2025,5,482.0,,2.0,,0
2025-05-02,2025,5,249.0,,4.0,,0
2025-05-03,2025,5,974.0,6.0,6.0,11.0,0
2025-05-04,2025,5,533.0,4.0,2.0,,0
2025-05-05,2025,5,18.0,,2.0,2.0,0
2025-05-06,2025,5,81.0,,,,0
2025-05-07,2025,5,540.0,,6.0,11.0,0
2025-05-08,2025,5,721.0,6.0,,6.0,0
2025-05-09,2025,5,83.0,,,,0
2025-05-10,2025,5,504.0,,17.0,,0
2025-05-11,2025,5,356.0,,,22.0,0
2025-05-12,2025,5,334.0,7.0,,7.0,0
2025-05-13,2025,5,63.0,,4.0,7.0,0
2025-05-14,2025,5,23.0,2.0,,,0
2025-05-15,2025,5,16.0,,,,0
2025-05-16,2025,5,52.0,4.0,,,0
2025-05-17,2025,5,66.0,,,,0
2025-05-18,2025,5,87.0,2.0,,13.0,0
2025-05-19,2025,5,132.0,2.0,42.0,4.0,0
2025-05-20,2025,5,37.0,,,,0
2025-05-21,2025,5,60.0,,,2.0,0
2025-05-22,2025,5,4.0,,,,0
2025-05-23,2025,5,10.0,,,,0
2025-05-24,2025,5,40.0,4.0,2.0,2.0,0
2025-05-25,2025,5,6.0,,,,0
2025-05-26,2025,5,6.0,,,,0
2025-05-27,2025,5,6.0,,,,0
2025-05-28,2025,5,9.0,,,,0
2025-05-29,2025,5,,2.0,,,0
2025-05-30,2025,5,13.0,,4.0,4.0,0
2025-05-31,2025,5,82.0,2.0,,2.0,0
2025-06-01,2025,6,85.0,11.0,,7.0,0
2025-06-02,2025,6,50.0,,4.0,4.0,0
2025-06-03,2025,6,62.0,,2.0,7.0,0
2025-06-04,2025,6,12.0,,2.0,7.0,0
2025-06-05,2025,6,10.0,,4.0,4.0,0
2025-06-06,2025,6,36.0,2.0,2.0,9.0,0
2025-06-07,2025,6,17.0,2.0,4.0,,0
2025-06-08,2025,6,6.0,11.0,4.0,,0
2025-06-09,2025,6,10.0,2.0,,,0
2025-06-10,2025,6,6.0,,2.0,9.0,0
2025-06-11,2025,6,91.0,2.0,2.0,15.0,0
2025-06-12,2025,6,2.0,,6.0,2.0,0
2025-06-13,2025,6,,7.0,2.0,,0
2025-06-14,2025,6,,,,,0
2025-06-15,2025,6,2.0,,,,0
2025-06-16,2025,6,2.0,,,2.0,0
2025-06-17,2025,6,,,,,0
2025-06-18,2025,6,,,4.0,,0
2025-06-19,2025,6,6.0,,9.0,2.0,0
2025-06-20,2025,6,10.0,7.0,20.0,11.0,0
2025-06-21,2025,6,27.0,2.0,6.0,15.0,0
2025-06-22,2025,6,8.0,4.0,13.0,9.0,0
2025-06-23,2025,6,2.0,4.0,6.0,13.0,0
2025-06-24,2025,6,2.0,,10.0,9.0,0
2025-06-25,2025,6,10.0,,2.0,2.0,0
2025-06-26,2025,6,2.0,2.0,,2.0,0
2025-06-27,2025,6,,,2.0,2.0,0
2025-06-28,2025,6,6.0,,2.0,,0
2025-06-29,2025,6,,,2.0,2.0,0
2025-06-30,2025,6,2.0,,6.0,2.0,0
2025-07-01,2025,7,2.0,2.0,,,0
2025-07-02,2025,7,,,6.0,4.0,0
2025-07-03,2025,7,4.0,,8.0,11.0,0
2025-07-04,2025,7,,,6.0,2.0,0
2025-07-05,2025,7,,,,,0
2025-07-06,2025,7,2.0,,,,0
2025-07-07,2025,7,,,2.0,2.0,0
2025-07-08,2025,7,4.0,,,2.0,0
2025-07-09,2025,7,,,2.0,,0
2025-07-10,2025,7,,,,,0
2025-07-11,2025,7,,2.0,2.0,,0
2025-07-12,2025,7,,,2.0,,0
2025-07-13,2025,7,2.0,,,,0
2025-07-14,2025,7,,,2.0,,0
2025-07-16,2025,7,,7.0,3.0,,0
2025-07-17,2025,7,,2.0,4.0,,0
2025-07-18,2025,7,,,4.0,,0
2025-07-19,2025,7,2.0,2.0,7.0,,0
2025-07-20,2025,7,2.0,,13.0,,0
2025-07-21,2025,7,,7.0,44.0,2.0,0
2025-07-22,2025,7,4.0,4.0,7.0,,0
2025-07-23,2025,7,2.0,4.0,23.0,,0
2025-07-24,2025,7,4.0,,19.0,,0
2025-07-25,2025,7,2.0,2.0,74.0,,0
2025-07-26,2025,7,,,9.0,,0
2025-07-27,2025,7,,,21.0,,0
2025-07-28,2025,7,,2.0,82.0,,0
2025-07-29,2025,7,,,26.0,,0
2025-07-30,2025,7,2.0,4.0,37.0,,0
2025-07-31,2025,7,,,4.0,,0
2025-08-01,2025,8,,,4.0,2.0,0
2025-08-02,2025,8,2.0,2.0,22.0,,0
2025-08-03,2025,8,,,74.0,,0
2025-08-04,2025,8,,,75.0,,0
2025-08-05,2025,8,,2.0,36.0,2.0,0
2025-08-06,2025,8,9.0,2.0,2.0,,0
2025-08-07,2025,8,9.0,,,,0
2025-08-08,2025,8,2.0,,4.0,,0
2025-08-09,2025,8,75.0,2.0,2.0,,0
2025-08-10,2025,8,26.0,,2.0,,0
2025-08-11,2025,8,,,,,0
2025-08-12,2025,8,,,,,0
2025-08-13,2025,8,,,8.0,,0
2025-08-14,2025,8,2.0,2.0,4.0,2.0,0
2025-08-15,2025,8,2.0,2.0,6.0,,0
2025-08-16,2025,8,7.0,,10.0,,0
2025-08-17,2025,8,,2.0,6.0,,0
2025-08-18,2025,8,,,6.0,,0
2025-08-19,2025,8,2.0,,4.0,,0
2025-08-20,2025,8,,,2.0,,0
2025-08-21,2025,8,2.0,,2.0,,0
2025-08-22,2025,8,2.0,2.0,,2.0,0
2025-08-23,2025,8,,4.0,2.0,4.0,0
2025-08-24,2025,8,,,2.0,,0
2025-08-25,2025,8,18.0,2.0,33.0,11.0,0
2025-08-26,2025,8,2.0,,23.0,,0
2025-08-27,2025,8,4.0,,4.0,,0
2025-08-28,2025,8,7.0,2.0,24.0,,0
2025-08-29,2025,8,9.0,,11.0,,0
2025-08-30,2025,8,2.0,,22.0,,0
2025-08-31,2025,8,9.0,,10.0,11.0,0
2025-09-01,2025,9,2.0,,6.0,2.0,0
2025-09-02,2025,9,,,2.0,4.0,0
2025-09-03,2025,9,13.0,,4.0,,0
2025-09-04,2025,9,4.0,,2.0,7.0,0
2025-09-05,2025,9,26.0,,8.0,13.0,0
2025-09-06,2025,9,38.0,2.0,11.0,4.0,0
2025-09-07,2025,9,31.0,,2.0,,0
2025-09-08,2025,9,46.0,,6.0,2.0,0
2025-09-09,2025,9,22.0,,2.0,20.0,0
2025-09-10,2025,9,2.0,,,4.0,0
2025-09-11,2025,9,9.0,4.0,4.0,13.0,0
2025-09-12,2025,9,4.0,2.0,17.0,7.0,0
2025-09-13,2025,9,2.0,2.0,15.0,13.0,0
2025-09-14,2025,9,2.0,,13.0,4.0,0
2025-09-15,2025,9,4.0,,2.0,2.0,0
2025-09-16,2025,9,,,4.0,7.0,0
2025-09-17,2025,9,2.0,,2.0,,0
2025-09-18,2025,9,2.0,,6.0,,0
2025-09-19,2025,9,,,8.0,4.0,0
2025-09-20,2025,9,,,6.0,2.0,0
2025-09-21,2025,9,,,,,0
2025-09-22,2025,9,2.0,,6.0,2.0,0
2025-09-23,2025,9,,,13.0,,0
2025-09-24,2025,9,,,9.0,,0
2025-09-25,2025,9,,4.0,,,0
2025-09-26,2025,9,,,,,0
2025-09-27,2025,9,,,2.0,,0
2025-09-28,2025,9,2.0,2.0,,,0
2025-09-29,2025,9,,2.0,2.0,2.0,0
2025-09-30,2025,9,,,2.0,,0
2025-10-01,2025,10,,,2.0,,0
2025-10-02,2025,10,,,2.0,2.0,0
2025-10-03,2025,10,,,2.0,,0
2025-10-04,2025,10,,,2.0,,0
2025-10-05,2025,10,,,4.0,,0
2025-10-06,2025,10,,,6.0,2.0,0
2025-10-07,2025,10,2.0,,2.0,2.0,0
2025-10-08,2025,10,,,4.0,,0
2025-10-09,2025,10,,,,,0
2025-10-10,2025,10,,2.0,,,0
2025-10-11,2025,10,,,,,0
2025-10-12,2025,10,,,,,0
2025-10-13,2025,10,,,,,0
2025-10-14,2025,10,,,4.0,,0
2025-10-15,2025,10,2.0,2.0,4.0,,0
2025-10-16,2025,10,,4.0,2.0,,0
2025-10-17,2025,10,4.0,2.0,,2.0,0
2025-10-18,2025,10,,2.0,,,0
2025-10-19,2025,10,4.0,2.0,4.0,2.0,0
2025-10-20,2025,10,2.0,,7.0,2.0,0
2025-10-21,2025,10,2.0,,,,0
2025-10-22,2025,10,,2.0,2.0,,0
2025-10-23,2025,10,,2.0,,,0
2025-10-24,2025,10,,,2.0,,0
2025-10-25,2025,10,,,2.0,,0
2025-10-26,2025,10,,,2.0,2.0,0
2025-10-27,2025,10,,,,,0
2025-10-28,2025,10,,,,,0
2025-10-29,2025,10,,,,,0
2025-10-30,2025,10,,,,,0
2025-10-31,2025,10,,,2.0,11.0,0
